MATR_ALUNO,ANO,MEDIA_FINAL,SITUACAO,COD_ATIV_CURRIC,FREQUENCIA,SIGLA
0,2011,50,Aprovado,CI055,"96,6666666666667",Aprovado
0,2011,32,R-nota,CM201,90,Reprovado
0,2011,33,R-nota,CI068,100,Reprovado
0,2011,38,R-nota,CM045,100,Reprovado
0,2011,10,R-nota,CM046,100,Reprovado
0,2011,38,R-nota,CI056,100,Reprovado
0,2011,74,Aprovado,CM201,"93,3333333333333",Aprovado
0,2011,79,Aprovado,CI068,100,Aprovado
0,2011,75,Aprovado,CM045,100,Aprovado
0,2011,28,R-nota,CM046,"93,3333333333333",Reprovado
0,2011,33,R-nota,CI067,80,Reprovado
0,2012,35,R-nota,CM005,100,Reprovado
0,2012,53,Aprovado,CI056,"86,6666666666667",Aprovado
0,2012,9999,Cancelado,CM202,100,Cancelado
0,2012,9999,Cancelado,CI166,100,Cancelado
0,2012,60,Aprovado,CI067,"96,6666666666667",Aprovado
0,2012,9999,Cancelado,CI210,100,Cancelado
0,2012,25,R-nota,CI057,"96,6666666666667",Reprovado
0,2012,87,Aprovado,CM202,80,Aprovado
0,2012,10,Reprov Conhecimento,CM046,100,Rep Conhec
0,2012,77,Aprovado,CI166,100,Aprovado
0,2012,5,R-nota,CI210,"93,3333333333333",Reprovado
0,2013,8,R-nota,CM005,"76,6666666666667",Reprovado
0,2013,70,Aprovado,CI057,100,Aprovado
0,2013,92,Aprovado,CI235,100,Aprovado
0,2013,0,R-nota,CM046,100,Reprovado
0,2013,50,Aprovado,CI210,"86,6666666666667",Aprovado
0,2013,64,Aprovado,CI064,100,Aprovado
0,2013,37,R-nota,CM005,100,Reprovado
0,2013,94,Aprovado,CI236,100,Aprovado
0,2013,83,Aprovado,CM046,100,Aprovado
0,2013,10,Reprovado por Frequencia,CI237,"63,3333333333333",Repr. Freq
0,2013,45,R-nota,CI212,"96,6666666666667",Reprovado
0,2014,84,Aprovado,CI204,"93,3333333333333",Aprovado
0,2014,10,Reprov Conhecimento,CM005,100,Rep Conhec
0,2014,29,R-nota,CI237,100,Reprovado
0,2014,31,R-nota,CI212,"96,6666666666667",Reprovado
0,2014,53,Aprovado,CM005,75,Aprovado
0,2014,29,R-nota,CE003,"76,6666666666667",Reprovado
0,2014,14,R-nota,CI059,100,Reprovado
0,2014,34,R-nota,CI237,100,Reprovado
0,2014,52,Aprovado,CI212,100,Aprovado
0,2015,6,Reprov Conhecimento,CI059,100,Rep Conhec
0,2015,82,Aprovado,SA214,"96,6666666666667",Aprovado
0,2015,34,Reprovado por Frequencia,CI237,"68,3333333333333",Repr. Freq
0,2015,55,Aprovado,CI058,100,Aprovado
0,2015,50,Aprovado,CI237,100,Aprovado
0,2015,10,Reprovado por Frequencia,CI163,70,Repr. Freq
0,2015,50,Aprovado,CI062,"76,6666666666667",Aprovado
0,2015,81,Aprovado,CI220,100,Aprovado
0,2016,8,Reprovado por Frequencia,CI065,"73,3333333333333",Repr. Freq
0,2016,29,R-nota,CI059,"93,3333333333333",Reprovado
0,2016,70,Aprovado,CI163,90,Aprovado
0,2016,60,Aprovado,CI061,"91,6666666666667",Aprovado
0,2016,34,R-nota,CI215,"76,6666666666667",Reprovado
0,2016,64,Aprovado,CI320,100,Aprovado
0,2016,15,Reprovado por Frequencia,CI065,70,Repr. Freq
0,2016,14,R-nota,CI165,100,Reprovado
0,2016,27,R-nota,CI221,90,Reprovado
0,2016,8,R-nota,CI164,90,Reprovado
0,2016,50,Aprovado,CI059,"96,6666666666667",Aprovado
0,2016,24,R-nota,CI218,"86,6666666666667",Reprovado
0,2016,15,R-nota,CI215,100,Reprovado
0,2016,70,Aprovado,CI070,100,Aprovado
0,2017,50,Aprovado,CI165,100,Aprovado
0,2017,69,Aprovado,CI218,"91,6666666666667",Aprovado
0,2018,79,Aprovado,CI205,"93,3333333333333",Aprovado
0,2018,58,Aprovado,CI211,100,Aprovado
0,2018,76,Aprovado,CI162,100,Aprovado
0,2018,71,Aprovado,CE003,"86,6666666666667",Aprovado
0,2018,67,Aprovado,CI209,"86,6666666666667",Aprovado
0,2018,55,Reprovado por Frequencia,CI171,40,Repr. Freq
0,2018,82,Aprovado,CI221,"86,6666666666667",Aprovado
0,2018,53,Aprovado,CI311,"76,6666666666667",Aprovado
0,2018,13,R-nota,CI164,"76,6666666666667",Reprovado
0,2019,50,Aprovado,CI065,100,Aprovado
0,2019,13,R-nota,CI164,"76,6666666666667",Reprovado
0,2019,30,R-nota,CI215,"83,3333333333333",Reprovado
0,2019,50,Aprovado,CI099,100,Aprovado
0,2019,9999,Trancamento Administrativo,TRT002,0,TrancAdm
1,2012,17,R-nota,CI055,"96,6666666666667",Reprovado
1,2012,71,Aprovado,CM201,100,Aprovado
1,2012,0,Reprovado por Frequencia,CI068,"73,3333333333333",Repr. Freq
1,2012,8,Reprovado por Frequencia,CM045,50,Repr. Freq
1,2012,25,R-nota,CM046,100,Reprovado
1,2012,0,Reprovado por Frequencia,CI055,50,Repr. Freq
1,2012,7,Reprovado por Frequencia,CM202,70,Repr. Freq
1,2012,0,Reprovado por Frequencia,CI068,"33,3333333333333",Repr. Freq
1,2012,0,Reprovado por Frequencia,CF092,"6,66666666666667",Repr. Freq
1,2012,0,Reprovado por Frequencia,CM045,"36,6666666666667",Repr. Freq
1,2012,0,Reprovado por Frequencia,CM046,0,Repr. Freq
1,2013,9999,Trancamento Total,TRT001,0,Tr. Total
1,2013,9999,Trancamento Total,CI055,100,Tr. Total
1,2013,9999,Trancamento Total,CM202,100,Tr. Total
1,2013,9999,Trancamento Total,CI068,100,Tr. Total
1,2013,9999,Trancamento Total,CM046,100,Tr. Total
1,2013,9999,Trancamento Total,TRT001,0,Tr. Total
1,2014,9999,Trancamento Total,TRT001,0,Tr. Total
1,2014,0,Reprovado por Frequencia,CI055,0,Repr. Freq
1,2014,0,Reprovado por Frequencia,CM202,"13,3333333333333",Repr. Freq
1,2014,0,Reprovado por Frequencia,CI068,0,Repr. Freq
1,2015,3,R-nota,CI055,90,Reprovado
1,2015,9999,Cancelado,CI068,100,Cancelado
1,2015,9999,Cancelado,CM045,100,Cancelado
1,2015,0,Reprovado por Frequencia,CI055,0,Repr. Freq
1,2015,0,Reprovado por Frequencia,CM202,"33,3333333333333",Repr. Freq
1,2015,0,Reprovado por Frequencia,CI068,0,Repr. Freq
1,2017,50,Aprovado,CI055,"93,3333333333333",Aprovado
1,2018,13,R-nota,CI068,100,Reprovado
1,2018,18,R-nota,CM046,80,Reprovado
1,2018,0,R-nota,CM202,"86,6666666666667",Reprovado
1,2018,15,Reprovado por Frequencia,CI068,"73,3333333333333",Repr. Freq
1,2019,25,R-nota,CM045,100,Reprovado
1,2019,0,Reprovado por Frequencia,CI056,"33,3333333333333",Repr. Freq
1,2019,0,Reprovado por Frequencia,CI068,"73,3333333333333",Repr. Freq
1,2020,9999,Matrícula,CI1068,100,Matricula
2,2012,0,Reprovado por Frequencia,CI055,"16,6666666666667",Repr. Freq
2,2012,0,Reprovado por Frequencia,CM201,"66,6666666666667",Repr. Freq
2,2012,0,Reprovado por Frequencia,CI068,"56,6666666666667",Repr. Freq
2,2012,0,Reprovado por Frequencia,CM045,"16,6666666666667",Repr. Freq
2,2012,0,Reprovado por Frequencia,CM046,0,Repr. Freq
2,2012,31,R-nota,CI055,100,Reprovado
2,2012,9,R-nota,CM201,100,Reprovado
2,2012,36,R-nota,CI068,100,Reprovado
2,2012,35,R-nota,CM045,"76,6666666666667",Reprovado
2,2012,30,R-nota,CM046,100,Reprovado
2,2013,59,Aprovado,CI055,"93,3333333333333",Aprovado
2,2013,53,Aprovado,CM201,100,Aprovado
2,2013,82,Aprovado,CI068,"93,3333333333333",Aprovado
2,2013,39,R-nota,CM045,100,Reprovado
2,2013,0,R-nota,CM046,100,Reprovado
2,2013,87,Aprovado,CI056,100,Aprovado
2,2013,77,Aprovado,CM202,90,Aprovado
2,2013,70,Aprovado,CM046,100,Aprovado
2,2013,17,R-nota,CI067,"93,3333333333333",Reprovado
2,2013,57,Aprovado,CI210,80,Aprovado
2,2014,8,Reprovado por Frequencia,CI057,60,Repr. Freq
2,2014,27,R-nota,CM045,100,Reprovado
2,2014,7,Reprovado por Frequencia,CI237,65,Repr. Freq
2,2014,50,Aprovado,CI067,95,Aprovado
2,2014,9999,Cancelado,CI212,100,Cancelado
2,2014,5,Reprovado por Frequencia,CI064,50,Repr. Freq
2,2014,55,Aprovado,CI057,"76,6666666666667",Aprovado
2,2014,25,Reprovado por Frequencia,CI237,"36,6666666666667",Repr. Freq
2,2014,82,Aprovado,CI166,75,Aprovado
2,2014,20,Reprovado por Frequencia,CI212,"53,3333333333333",Repr. Freq
2,2014,77,Aprovado,CI064,100,Aprovado
2,2015,37,R-nota,CM005,100,Reprovado
2,2015,53,Reprovado por Frequencia,CM045,"26,6666666666667",Repr. Freq
2,2015,33,Reprovado por Frequencia,CI237,"46,6666666666667",Repr. Freq
2,2015,55,Aprovado,CI212,"76,6666666666667",Aprovado
2,2015,50,Aprovado,CI237,100,Aprovado
2,2016,18,Reprovado por Frequencia,CE003,"53,3333333333333",Repr. Freq
2,2016,79,Aprovado,CM045,"76,6666666666667",Aprovado
2,2016,34,Reprovado por Frequencia,CI215,"43,3333333333333",Repr. Freq
2,2016,55,Aprovado,CI062,"76,6666666666667",Aprovado
2,2016,68,Aprovado,CI320,100,Aprovado
2,2016,40,R-nota,CM005,"76,6666666666667",Reprovado
2,2016,18,Reprovado por Frequencia,CI065,55,Repr. Freq
2,2016,44,R-nota,CI215,100,Reprovado
2,2017,72,Aprovado,CM005,"76,6666666666667",Aprovado
2,2017,95,Aprovado,CI315,100,Aprovado
2,2017,58,Aprovado,CI351,90,Aprovado
2,2017,43,R-nota,CI162,"86,6666666666667",Reprovado
2,2017,52,Aprovado,CE003,75,Aprovado
2,2017,72,Aprovado,CI164,100,Aprovado
2,2017,27,R-nota,CI059,80,Reprovado
2,2017,86,Aprovado,CI058,100,Aprovado
2,2017,79,Aprovado,CI215,"76,6666666666667",Aprovado
2,2018,73,Aprovado,CI065,100,Aprovado
2,2018,71,Aprovado,CI162,100,Aprovado
2,2018,55,Aprovado,CI059,80,Aprovado
2,2018,87,Aprovado,SA214,"76,6666666666667",Aprovado
2,2018,57,Aprovado,CI061,"93,3333333333333",Aprovado
2,2018,75,Aprovado,CI364,100,Aprovado
2,2018,55,Aprovado,CI165,100,Aprovado
2,2018,50,Aprovado,CI209,"83,3333333333333",Aprovado
2,2018,77,Aprovado,CI163,80,Aprovado
2,2018,54,Aprovado,CI218,"93,3333333333333",Aprovado
2,2018,86,Aprovado,CI220,"86,6666666666667",Aprovado
2,2018,50,Aprovado,CI080,100,Aprovado
2,2019,43,R-nota,CI211,100,Reprovado
2,2019,76,Aprovado,CI221,"93,3333333333333",Aprovado
2,2019,57,Aprovado,CI394,75,Aprovado
2,2019,50,Aprovado,CI302,100,Aprovado
2,2019,0,R-nota,CI081,100,Reprovado
2,2019,0,R-nota,CI171,100,Reprovado
2,2019,88,Aprovado,CI211,100,Aprovado
2,2019,0,Reprovado por Frequencia,CI086,50,Repr. Freq
2,2019,13,Reprovado por Frequencia,CI083,"58,3333333333333",Repr. Freq
2,2020,9999,Matrícula,CI1083,100,Matricula
3,2013,75,Aprovado,CI055,100,Aprovado
3,2013,10,R-nota,CM201,100,Reprovado
3,2013,72,Aprovado,CI068,100,Aprovado
3,2013,23,R-nota,CM045,100,Reprovado
3,2013,9999,Cancelado,CM046,100,Cancelado
3,2013,33,R-nota,CI056,100,Reprovado
3,2013,97,Aprovado,CM046,100,Aprovado
3,2013,75,Aprovado,CI067,100,Aprovado
3,2013,75,Aprovado,CI210,"96,6666666666667",Aprovado
3,2014,84,Aprovado,CI056,"96,6666666666667",Aprovado
3,2014,71,Aprovado,CM201,"96,6666666666667",Aprovado
3,2014,20,R-nota,CM045,100,Reprovado
3,2014,90,Aprovado,CI166,100,Aprovado
3,2014,9,R-nota,CI212,"86,6666666666667",Reprovado
3,2014,57,Aprovado,CI057,"83,3333333333333",Aprovado
3,2014,74,Aprovado,CM202,"76,6666666666667",Aprovado
3,2014,35,R-nota,CI237,100,Reprovado
3,2014,26,R-nota,CI212,"83,3333333333333",Reprovado
3,2015,74,Aprovado,CM045,"76,6666666666667",Aprovado
3,2015,50,Aprovado,CI237,75,Aprovado
3,2015,8,Reprovado por Frequencia,CI212,"73,3333333333333",Repr. Freq
3,2015,9999,Cancelado,CI064,100,Cancelado
3,2015,9999,Reprovado por Frequencia,CM005,100,Repr. Freq
3,2015,54,Aprovado,CI212,100,Aprovado
3,2015,68,Aprovado,CI064,100,Aprovado
3,2016,18,R-nota,CM005,"76,6666666666667",Reprovado
3,2016,50,Aprovado,CE003,"76,6666666666667",Aprovado
3,2016,50,Aprovado,CI215,"76,6666666666667",Aprovado
3,2016,78,Aprovado,CI062,80,Aprovado
3,2016,48,R-nota,CM005,80,Reprovado
3,2016,6,Reprovado por Frequencia,CI065,40,Repr. Freq
3,2016,5,R-nota,CI164,"93,3333333333333",Reprovado
3,2016,100,Aprovado,CI309,"83,3333333333333",Aprovado
3,2017,35,Reprovado por Frequencia,CI065,"68,3333333333333",Repr. Freq
3,2017,66,Aprovado,CI059,100,Aprovado
3,2017,34,R-nota,CI058,90,Reprovado
3,2017,97,Aprovado,CI204,"93,3333333333333",Aprovado
3,2017,57,Aprovado,CM005,100,Aprovado
3,2017,27,R-nota,CI171,100,Reprovado
3,2018,82,Aprovado,CI205,"93,3333333333333",Aprovado
3,2018,77,Aprovado,CI065,100,Aprovado
3,2018,70,Aprovado,CI162,100,Aprovado
3,2018,51,Aprovado,CI316,"86,6666666666667",Aprovado
3,2018,78,Aprovado,CI058,90,Aprovado
3,2018,85,Aprovado,CI220,90,Aprovado
3,2018,59,Aprovado,CI165,100,Aprovado
3,2018,67,Aprovado,CI164,"96,6666666666667",Aprovado
3,2018,61,Aprovado,CI163,"76,6666666666667",Aprovado
3,2018,71,Aprovado,CI061,"93,3333333333333",Aprovado
3,2018,55,Aprovado,CI218,100,Aprovado
3,2019,62,Aprovado,CI211,100,Aprovado
3,2019,15,Reprovado por Frequencia,CI221,"63,3333333333333",Repr. Freq
3,2019,70,Aprovado,CI209,90,Aprovado
3,2019,31,R-nota,SA214,75,Reprovado
3,2019,0,R-nota,CI080,100,Reprovado
3,2019,6,R-nota,CI171,100,Reprovado
3,2019,25,Reprovado por Frequencia,CI1394,"66,6666666666667",Repr. Freq
3,2019,0,Reprovado por Frequencia,CI080,0,Repr. Freq
3,2020,9999,Matrícula,CI1238,100,Matricula
3,2020,0,Reprovado por Frequencia,CI1176,"16,6666666666667",Repr. Freq
3,2020,9999,Matrícula,CI1221,100,Matricula
3,2020,9999,Matrícula,CI1204,100,Matricula
3,2020,9999,Matrícula,SA214,100,Matricula
3,2020,9999,Matrícula,CI1010,100,Matricula
4,2013,8,R-nota,CI055,100,Reprovado
4,2013,5,R-nota,CM201,100,Reprovado
4,2013,90,Aprovado,CI068,100,Aprovado
4,2013,5,R-nota,CM045,100,Reprovado
4,2013,9999,Cancelado,CM046,100,Cancelado
4,2013,94,Aprovado,CI055,"93,3333333333333",Aprovado
4,2013,100,Aprovado,CM045,100,Aprovado
4,2013,92,Aprovado,CM046,100,Aprovado
4,2013,99,Aprovado,CI166,"96,6666666666667",Aprovado
4,2013,9999,Cancelado,CI210,100,Cancelado
4,2014,30,R-nota,CM005,100,Reprovado
4,2014,77,Aprovado,CI056,"93,3333333333333",Aprovado
4,2014,77,Aprovado,CM201,"93,3333333333333",Aprovado
4,2014,0,R-nota,CI067,100,Reprovado
4,2014,11,R-nota,CI210,100,Reprovado
4,2014,59,Aprovado,CM005,"93,3333333333333",Aprovado
4,2014,50,Aprovado,CI057,"93,3333333333333",Aprovado
4,2014,87,Aprovado,CM202,"76,6666666666667",Aprovado
4,2014,69,Aprovado,CI237,100,Aprovado
4,2014,30,R-nota,CI067,"91,6666666666667",Reprovado
4,2014,6,Reprovado por Frequencia,CI210,"66,6666666666667",Repr. Freq
4,2015,78,Aprovado,CE003,90,Aprovado
4,2015,9,Reprovado por Frequencia,CI164,70,Repr. Freq
4,2015,60,Aprovado,CI067,"86,6666666666667",Aprovado
4,2015,72,Aprovado,CI210,100,Aprovado
4,2015,71,Aprovado,CI164,"96,6666666666667",Aprovado
4,2015,70,Aprovado,CI212,100,Aprovado
4,2015,64,Aprovado,CI064,100,Aprovado
4,2015,71,Aprovado,CI062,90,Aprovado
4,2016,67,Aprovado,CI065,100,Aprovado
4,2016,87,Aprovado,CI162,75,Aprovado
4,2016,54,Aprovado,CI059,90,Aprovado
4,2016,70,Aprovado,CF085,"93,3333333333333",Aprovado
4,2016,53,Aprovado,CI215,90,Aprovado
4,2016,89,Aprovado,CI204,90,Aprovado
4,2016,91,Aprovado,CI165,100,Aprovado
4,2016,83,Aprovado,CI350,100,Aprovado
4,2016,85,Aprovado,CI163,100,Aprovado
4,2016,79,Aprovado,CI058,"96,6666666666667",Aprovado
4,2016,70,Aprovado,CI220,100,Aprovado
4,2017,63,Aprovado,CI211,100,Aprovado
4,2017,9999,Cancelado,CI394,100,Cancelado
4,2017,82,Aprovado,CI316,"93,3333333333333",Aprovado
4,2017,70,Aprovado,CI061,90,Aprovado
4,2017,74,Aprovado,CI218,95,Aprovado
4,2017,87,Aprovado,CI221,90,Aprovado
4,2017,0,Reprovado por Frequencia,CI092,40,Repr. Freq
4,2017,100,Aprovado,CI070,100,Aprovado
4,2018,0,Reprovado por Frequencia,CI209,"36,6666666666667",Repr. Freq
4,2018,75,Aprovado,CI071,100,Aprovado
4,2018,9999,Trancamento Total,CI205,100,Tr. Total
4,2018,9999,Trancamento Total,CI209,100,Tr. Total
4,2018,9999,Trancamento Total,CI351,100,Tr. Total
4,2018,9999,Trancamento Total,CI320,100,Tr. Total
4,2018,9999,Trancamento Total,TRT001,0,Tr. Total
4,2019,9999,Trancamento Total,TRT001,0,Tr. Total
4,2019,9999,Trancamento Total,TRT001,0,Tr. Total
4,2020,9999,Trancamento Total,TRT001,0,Tr. Total
5,2013,89,Aprovado,CI055,100,Aprovado
5,2013,76,Aprovado,CM201,100,Aprovado
5,2013,84,Aprovado,CI068,100,Aprovado
5,2013,44,R-nota,CM045,100,Reprovado
5,2013,55,Aprovado,CM046,100,Aprovado
5,2013,56,Aprovado,CI056,100,Aprovado
5,2013,79,Aprovado,CM202,"93,3333333333333",Aprovado
5,2013,7,R-nota,CI067,100,Reprovado
5,2013,94,Aprovado,CI210,100,Aprovado
5,2014,81,Aprovado,CI057,"96,6666666666667",Aprovado
5,2014,0,Reprov Conhecimento,CM045,100,Rep Conhec
5,2014,54,Aprovado,CI237,"91,6666666666667",Aprovado
5,2014,90,Aprovado,CI067,100,Aprovado
5,2014,75,Aprovado,CI212,100,Aprovado
5,2014,50,Aprovado,CI064,"93,3333333333333",Aprovado
5,2014,63,Aprovado,CM045,80,Aprovado
5,2014,29,Reprovado por Frequencia,CI166,"73,3333333333333",Repr. Freq
5,2015,18,R-nota,CM005,100,Reprovado
5,2015,38,R-nota,CI166,"76,6666666666667",Reprovado
5,2015,70,Aprovado,CI058,100,Aprovado
5,2015,82,Aprovado,CI215,"86,6666666666667",Aprovado
5,2015,9999,Cancelado,CM005,100,Cancelado
5,2015,26,R-nota,CI164,"93,3333333333333",Reprovado
5,2015,80,Aprovado,CI166,100,Aprovado
5,2015,44,R-nota,CI061,"76,6666666666667",Reprovado
5,2016,70,Aprovado,CM005,100,Aprovado
5,2016,26,R-nota,CI065,"76,6666666666667",Reprovado
5,2016,98,Aprovado,CI062,90,Aprovado
5,2016,39,Reprovado por Frequencia,CI065,"51,6666666666667",Repr. Freq
5,2016,27,Reprovado por Frequencia,CI162,70,Repr. Freq
5,2016,70,Aprovado,CI059,"93,3333333333333",Aprovado
5,2016,86,Aprovado,CI061,"86,6666666666667",Aprovado
5,2016,75,Aprovado,CI218,"93,3333333333333",Aprovado
5,2017,75,Aprovado,CI065,75,Aprovado
5,2017,81,Aprovado,CI162,"83,3333333333333",Aprovado
5,2017,10,R-nota,CI209,100,Reprovado
5,2017,56,Aprovado,CI088,"76,6666666666667",Aprovado
5,2017,80,Aprovado,CI165,"83,3333333333333",Aprovado
5,2017,9,Reprovado por Frequencia,CI164,60,Repr. Freq
5,2017,55,Aprovado,CI163,"86,6666666666667",Aprovado
5,2018,0,Reprovado por Frequencia,CI221,50,Repr. Freq
5,2018,0,Reprovado por Frequencia,CI209,"36,6666666666667",Repr. Freq
5,2018,0,Reprovado por Frequencia,SA214,"16,6666666666667",Repr. Freq
5,2018,95,Aprovado,CI204,"93,3333333333333",Aprovado
5,2018,70,Aprovado,CI221,80,Aprovado
5,2018,45,R-nota,CE003,"83,3333333333333",Reprovado
5,2018,4,Reprovado por Frequencia,CI209,"63,3333333333333",Repr. Freq
5,2018,78,Aprovado,CI220,"86,6666666666667",Aprovado
5,2018,0,Reprovado por Frequencia,CI092,0,Repr. Freq
5,2018,100,Aprovado,CI074,100,Aprovado
5,2019,35,R-nota,CI211,100,Reprovado
5,2019,0,Reprovado por Frequencia,CE003,0,Repr. Freq
5,2019,28,R-nota,CI209,"76,6666666666667",Reprovado
5,2019,38,R-nota,CI164,80,Reprovado
5,2019,0,Reprovado por Frequencia,SA214,"3,33333333333333",Repr. Freq
5,2019,90,Aprovado,CI075,100,Aprovado
5,2019,75,Aprovado,CI339,"83,3333333333333",Aprovado
5,2019,93,Aprovado,CI211,100,Aprovado
5,2019,73,Aprovado,CE003,100,Aprovado
5,2019,72,Aprovado,CI209,100,Aprovado
5,2019,63,Aprovado,CI164,100,Aprovado
5,2020,9999,Matrícula,CI1012,100,Matricula
5,2020,9999,Matrícula,SA214,100,Matricula
5,2020,9999,Matrícula,CI1010,100,Matricula
5,2020,9999,Matrícula,CI1365,100,Matricula
6,2013,53,Aprovado,CI055,"96,6666666666667",Aprovado
6,2013,63,Aprovado,CM201,100,Aprovado
6,2013,70,Aprovado,CI068,100,Aprovado
6,2013,40,R-nota,CM045,100,Reprovado
6,2013,13,R-nota,CM046,100,Reprovado
6,2013,65,Aprovado,CI056,"93,3333333333333",Aprovado
6,2013,100,Aprovado,CM202,100,Aprovado
6,2013,88,Aprovado,CM045,100,Aprovado
6,2013,88,Aprovado,CM046,100,Aprovado
6,2013,9999,Cancelado,CI067,100,Cancelado
6,2013,72,Aprovado,CI210,100,Aprovado
6,2014,82,Aprovado,CM005,"93,3333333333333",Aprovado
6,2014,58,Aprovado,CI057,100,Aprovado
6,2014,57,Aprovado,CI237,100,Aprovado
6,2014,75,Aprovado,CI166,"91,6666666666667",Aprovado
6,2014,83,Aprovado,CI067,"83,3333333333333",Aprovado
6,2014,37,R-nota,CI212,100,Reprovado
6,2014,31,R-nota,CI064,"83,3333333333333",Reprovado
6,2014,25,R-nota,CI164,"83,3333333333333",Reprovado
6,2014,69,Aprovado,CI212,100,Aprovado
6,2014,50,Aprovado,CI058,100,Aprovado
6,2014,69,Aprovado,CI064,100,Aprovado
6,2015,6,Reprovado por Frequencia,CI065,65,Repr. Freq
6,2015,72,Aprovado,CI164,"86,6666666666667",Aprovado
6,2015,88,Aprovado,SA214,"96,6666666666667",Aprovado
6,2015,70,Aprovado,CI061,"86,6666666666667",Aprovado
6,2015,67,Aprovado,CI215,"86,6666666666667",Aprovado
6,2015,79,Aprovado,CI220,"83,3333333333333",Aprovado
6,2015,83,Aprovado,CI364,100,Aprovado
6,2015,24,Reprovado por Frequencia,CI065,"71,6666666666667",Repr. Freq
6,2015,29,R-nota,CI165,100,Reprovado
6,2015,51,Aprovado,CI163,90,Aprovado
6,2015,67,Aprovado,CI062,"76,6666666666667",Aprovado
6,2015,80,Aprovado,CI092,"76,6666666666667",Aprovado
6,2016,57,Aprovado,CI065,100,Aprovado
6,2016,35,R-nota,CI209,100,Reprovado
6,2016,15,R-nota,CI303,"83,3333333333333",Reprovado
6,2016,77,Aprovado,CI320,100,Aprovado
6,2016,20,Reprovado por Frequencia,CI211,25,Repr. Freq
6,2016,76,Aprovado,CI162,100,Aprovado
6,2016,52,Aprovado,CI218,"93,3333333333333",Aprovado
6,2016,91,Aprovado,CI087,80,Aprovado
6,2016,58,Reprovado por Frequencia,CI301,"73,3333333333333",Repr. Freq
6,2016,100,Aprovado,CI074,100,Aprovado
6,2017,67,Aprovado,CI165,80,Aprovado
6,2017,11,Reprovado por Frequencia,CI211,"66,6666666666667",Repr. Freq
6,2017,52,Aprovado,CI221,80,Aprovado
6,2017,52,Aprovado,CI209,100,Aprovado
6,2017,66,Aprovado,CI351,"93,3333333333333",Aprovado
6,2017,50,Aprovado,CE003,75,Aprovado
6,2017,45,R-nota,CI059,"83,3333333333333",Reprovado
6,2017,78,Aprovado,CI090,"86,6666666666667",Aprovado
6,2017,0,Reprovado por Frequencia,CI075,0,Repr. Freq
6,2018,13,Reprovado por Frequencia,CI211,"73,3333333333333",Repr. Freq
6,2018,0,Reprovado por Frequencia,CI075,"16,6666666666667",Repr. Freq
6,2018,9999,Horas,AAC034,100,Horas
6,2018,55,Aprovado,CI211,100,Aprovado
6,2018,53,Aprovado,CI059,"76,6666666666667",Aprovado
6,2018,0,Reprovado por Frequencia,CI075,0,Repr. Freq
6,2019,0,Reprovado por Frequencia,CI075,0,Repr. Freq
6,2019,0,Reprovado por Frequencia,CI075,0,Repr. Freq
7,2013,47,R-nota,CI055,100,Reprovado
7,2013,0,R-nota,CM201,100,Reprovado
7,2013,93,Aprovado,CI068,100,Aprovado
7,2013,25,R-nota,CM045,100,Reprovado
7,2013,3,R-nota,CM046,100,Reprovado
7,2013,79,Aprovado,CI055,90,Aprovado
7,2013,28,R-nota,CM201,"83,3333333333333",Reprovado
7,2013,76,Aprovado,CM046,100,Aprovado
7,2013,6,R-nota,CI210,"86,6666666666667",Reprovado
7,2014,84,Aprovado,CI056,"86,6666666666667",Aprovado
7,2014,74,Aprovado,CM201,"96,6666666666667",Aprovado
7,2014,15,R-nota,CM045,100,Reprovado
7,2014,9999,Cancelado,CI166,100,Cancelado
7,2014,37,R-nota,CI067,"83,3333333333333",Reprovado
7,2014,15,R-nota,CI210,"76,6666666666667",Reprovado
7,2014,76,Aprovado,CI057,90,Aprovado
7,2014,67,Aprovado,CM202,"76,6666666666667",Aprovado
7,2014,56,Aprovado,CM045,"93,3333333333333",Aprovado
7,2014,84,Aprovado,CI166,75,Aprovado
7,2014,10,R-nota,CI067,"83,3333333333333",Reprovado
7,2014,21,Reprovado por Frequencia,CI210,"73,3333333333333",Repr. Freq
7,2015,27,R-nota,CM005,100,Reprovado
7,2015,55,Aprovado,CI067,90,Aprovado
7,2015,52,Aprovado,CI210,100,Aprovado
7,2015,0,Reprovado por Frequencia,CI064,70,Repr. Freq
7,2015,84,Aprovado,CM005,100,Aprovado
7,2015,0,Reprovado por Frequencia,CI237,"73,3333333333333",Repr. Freq
7,2015,40,R-nota,CI212,100,Reprovado
7,2015,9999,Reprovado por Frequencia,CI064,"66,6666666666667",Repr. Freq
7,2016,0,Reprovado por Frequencia,CI235,0,Repr. Freq
7,2016,35,R-nota,CI237,"78,3333333333333",Reprovado
7,2016,50,Aprovado,CI212,"76,6666666666667",Aprovado
7,2016,72,Aprovado,CI064,100,Aprovado
7,2016,82,Aprovado,CI236,100,Aprovado
7,2016,28,Reprovado por Frequencia,CE003,"73,3333333333333",Repr. Freq
7,2016,70,Aprovado,CI237,"76,6666666666667",Aprovado
7,2016,12,Reprovado por Frequencia,CI215,"63,3333333333333",Repr. Freq
7,2016,19,Reprovado por Frequencia,CI062,60,Repr. Freq
7,2017,5,Reprovado por Frequencia,CI065,"46,6666666666667",Repr. Freq
7,2017,64,Aprovado,CI162,"83,3333333333333",Aprovado
